word,frequency
தடுத்தது,1
மோசமாக,1
நடந்துகிட்டேன்,1
கஷ்டப்பட்டிருப்பாய்,1
வைக்கவில்லையா,1
சாத்தியமா,1
சோகமாகச்,1
சிரித்து,1
தலைமுடியைத்,1
தடவுகிறாள்,1
சமயங்களில்,1
வருத்தமா,1
மூணு,1
பிள்ளைங்க,1
இருக்காங்க,1
முடியல,1
ஏன்னா,1
செவிலியரோட,1
வெளிய,1
போயிட்டாங்க,1
ஆரம்பிக்கணும்,1
சுயநலமா,1
விஷயங்கள,1
மட்டும்தான்,1
யோசிச்சுப்,1
கிடைச்சுருக்குன்னு,1
வங்கி,1
மேலாளராக,1
நியமிக்கப்பட்டுவிட்டார்,1
கணவரா,1
மகத்தானது,1
நிச்சயமற்றது,1
விரும்பத்தகாத,1
வழக்குகளை,1
எடுக்க,1
முழுமையாக,1
உடன்படுகிறேன்,1
மகிழ்ச்சியடைகிறோம்,1
புத்தாண்டில்,1
வேலையை,1
மேற்கொள்வார்,1
சம்பளமும்,1
கமிஷன்களும்,1
வாழலாம்,1
விரும்பியபடி,1
நிம்மதியாகவும்,1
ஏராளமான,1
கவலையும்,1
அற்புதமாக,1
குவியலாகப்,1
பணமும்,1
புத்தியைக்,1
கற்றுக்கொள்ளவில்லையா,1
நாட்களில்,1
செலவழிப்பவனாக,1
இருந்தாய்,1
சொல்கிறார்,1
வீணாக்க,1
தானா,1
ஊசி,1
குரோசெட்,1
குறைத்து,1
விஷயங்களும்,1
கொண்டபோது,1
அலுவலகத்தை,1
வெளியேறினார்,1
உயர்வுக்கான,1
முன்பை,1
ஆண்டில்,1
பார்க்கிறீர்கள்,1
வழிகளிலும்,1
அதிகாலையிலும்,1
தாமதமாகவும்,1
நோய்வாய்ப்பட்டார்,1
தெற்கே,1
கூறினர்,1
வருஷம்,1
முழுக்க,1
இத்தாலியில,1
இருந்தீங்க,1
தப்பிப்பது,1
காரியமல்ல,1
பிறந்த,1
பிறகுதான்,1
யோசிக்கணும்,1
சுமார்,1
அதுபோன்ற,1
அவசர,1
காலங்களில்,1
அப்பாவிடமிருந்துதான்,1
இறந்தார்,1
பாலூட்ட,1
பிறப்பார்,1
எதிர்பார்த்தேன்,1
டோர்வால்டை,1
திருமணத்திற்குப்,1
அறிந்த,1
பாசமா,1
இருந்தீங்கன்னு,1
இத்தாலிக்குப்,1
போயிட்டிங்களா,1
எங்ககிட்ட,1
டாக்டர்கள்,1
எங்களை,1
வற்புறுத்தினாங்க,1
மாசம்,1
கழிச்சு,1
நாங்க,1
ஆரம்பிச்சோம்,1
வந்தாரா,1
டாக்டரா,1
மாதிரியே,1
மனிதர்தான்,1
டாக்டர்னு,1
வேலைக்காரப்,1
சொன்னாங்கன்னு,1
நெனச்சேன்,1
ரீதியாக,1
வருவதில்லை,1
தினமும்,1
முறையாவது,1
டோர்வால்டுக்கு,1
அன்றிலிருந்து,1
நோய்,1
வலிமையாகவும்,1
ஆரோக்கியமாகவும்,1
கைதட்டுகிறாள்,1
ஸ்டூலில்,1
முழங்கால்களில்,1
வைத்திருக்கிறாள்,1
கோபப்படக்கூடாது,1
கணவரை,1
மணந்தாய்,1
அம்மா,1
படுக்கையிலேயே,1
படுத்த,1
படுக்கையாக,1
ஆதரவற்றவராக,1
தம்பிகளையும்,1
அவருடைய,1
மறுப்பது,1
நியாயம்,1
நினைக்கவில்லை,1
பணக்காரராக,1
இருந்தாரா,1
நிலையற்றதாக,1
இறந்தபோது,1
துண்டாக,1
உடைந்து,1
மிச்சமில்லை,1
கடை,1
ஓய்வில்லாமல்,1
அம்மாவுக்கு,1
பையன்களுக்கும்,1
அவர்களால்,1
தாங்களாகவே,1
நிம்மதியாக,1
யாருமில்லை,1
அமைதியின்றி,1
எழுந்திருக்கிறார்,1
காயல்,1
சுறுசுறுப்பாக்கி,1
எண்ணங்களை,1
ஆக்கிரமிக்கும்,1
வழக்கமான,1
வேலையைப்,1
அலுவலக,1
சோர்வாகத்,1
தெரிகிறீர்கள்,1
தண்ணீர்,1
தொட்டிக்குச்,1
ஜன்னலை,1
பயணத்திற்கு,1
கோபப்படாதே,1
கோபப்படக்,1
என்னுடையதைப்,1
நிலை,1
ஒருவரை,1
கசப்பாக்குகிறது,1
வாய்ப்புகளைத்,1
தேட,1
கட்டாயத்தில்,1
சுயநலவாதியாக,1
மாறுகிறார்,1
எடுத்த,1
திருப்பத்தைப்,1
சொன்னபோது,1
சொந்தத்தைப்,1
மகிழ்ச்சியடைந்தேன்,1
சொல்லிக்,1
கொடுக்கலாம்னு,1
யோசிச்சுக்கிட்டிருந்தேன்,1
விட்டுவிடுங்கள்,1
புத்திசாலித்தனமாகப்,1
பேசுவேன்,1
ஒன்றைப்,1
யோசிப்பேன்,1
ஆர்வமாக,1
அன்பானவர்,1
சுமைகளையும்,1
குறைவாகவே,1
அறிந்திருப்பதால்,1
கருணையைக்,1
காட்டுகிறது,1
ரொம்பக்,1
குறைவாத்,1
வீட்டுப்,1
பராமரிப்புகள்,1
மேடையைக்,1
கடக்கிறாள்,1
உயர்ந்தவனாக,1
மற்றவர்களைப்,1
போலவேதான்,1
இயலாது,1
கவலைகள்,1
நிறைந்த,1
சொன்னாய்,1
பூ,1
அற்பமானவை,1
குரலைத்,1
தாழ்த்திக்,1
தாழ்வாகப்,1
அம்மாவுக்காக,1
கடினமாக,1
உழைத்து,1
ஏங்கிக்,1
கொண்டிருந்ததற்கு,1
பெருமைப்படுகிறாய்,1
இழிவாகப்,1
பார்ப்பதில்லை,1
தாயின்,1
முடிவை,1
கவனிப்பின்றி,1
விடுவித்த,1
பாக்கியம்,1
சகோதரர்களுக்கு,1
செய்ததை,1
பெருமைப்படுகிறீர்களா,1
இதைக்,1
சந்தேகமும்,1
எதைப்,1
எக்காரணம்,1
கொண்டும்,1
இறக்கி,1
வைக்கிறான்,1
காட்டப்,1
காப்பாற்றப்பட்டாரா,1
இத்தாலி,1
சென்றிருக்காவிட்டால்,1
குணமடைந்திருக்க,1
தந்தை,1
தேவையான,1
நிதியைக்,1
கொடுத்தார்,1
மற்றவர்களும்,1
கொடுக்கவில்லை,1
வாங்கிக்,1
கொடுத்தேன்,1
தொகையா,1
லாட்டரியில்,1
பரிசு,1
வென்றாயா,1
அவமானத்துடன்,1
லாட்டரியில,1
பெருமையும்,1
இருந்திருக்காது,1
எடுத்தீங்க,1
மர்மமான,1
தோற்றத்துடன்,1
முனுமுனுத்து,1
சிரிக்கிறாங்க,1
வாங்கியிருக்க,1
சம்மதம்,1
வியாபாரத்தில்,1
தலையிடும்,1
புத்திசாலியாக,1
இருக்கக்கூடிய,1
புத்திசாலித்தனம்,1
கொண்ட,1
புரியவே,1
சொல்லல,1
படுத்துக்கிட்டே,1
ரசிகரிடமிருந்து,1
யாராவது,1
கவர்ச்சியா,1
பைத்தியக்காரப்,1
பிராணி,1
ஆர்வத்தால்,1
நிறைந்திருக்கிறாய்,1
சொல்றதைக்,1
கேளு,1
முன்னெச்சரிக்கை,1
இல்லாம,1
நடந்துக்கிட்டே,1
உட்காருகிறார்,1
விவேகமற்ற,1
செயலா,1
கடவுளே,1
ஆபத்தான,1
உயிருக்கு,1
இருப்பதாகவும்,1
தெற்கில்,1
வாழ்வதுதான்,1
சொன்னார்கள்,1
விரும்பியதைப்,1
பெறுவதற்கு,1
முயற்சிக்கவில்லை,1
மனைவிகளைப்,1
வெளிநாடுகளுக்குச்,1
செல்வதை,1
மன்றாட,1
முயற்சித்தேன்,1
கருணையுடன்,1
வாங்கக்கூடும்,1
சூசகமாகக்,1
கூறினேன்,1
கோபப்படுத்தியது,1
சிந்தனையற்றவன்,1
ஈடுபடுத்தாமல்,1
அழைத்தது,1
காப்பாற்றப்பட,1
சிரமத்திலிருந்து,1
வேதனையானது,1
சகிக்க,1
முடியாததாக,1
மாற்றுவார்,1
பார்ப்பதற்கான,1
உள்ளவனா,1
உள்ளவன்னு,1
நினைக்கிறீங்களா,1
நேர்மாறானது,1
காரணத்திற்காகத்தான்,1
இதற்கு,1
முற்றுப்புள்ளி,1
வைக்கணும்,1
வாசலுக்குப்,1
கூப்பிடுறார்,1
ஆவணங்களைப்,1
சரிசெய்யவும்,1
பணியாளருக்குள்,1
உடனடியாக,1
தூதரைக்,1
கண்டுபிடித்து,1
வழங்கச்,1
விரைவாகச்,1
முகவரி,1
தாள்களை,1
இணைத்து,1
பிடிவாதக்காரி,1
நீக்கம்,1
நலனுக்காக,1
குழந்தைகளுக்காக,1
கேட்கிறாயா,1
என்னென்ன,1
விளைவுகளை,1
ஏற்படுத்தும்,1
பதட்டத்தை,1
அவமானம்,1
பசியால்,1
வாடும்,1
ஓட்டுபவரின்,1
பழிவாங்கலுக்கு,1
அவமானமல்லவா,1
மன்னிக்கிறேன்,1
அன்பிற்கு,1
சான்றாகும்,1
ஏந்துகிறார்,1
தைரியமும்,1
வலிமையும்,1
எடுத்துக்கொள்ளும்,1
காண்பீர்கள்,1
திகில்,1
கலந்த,1
தன்னைத்தானே,1
மீட்டுக்கொள்கிறாள்,1
வேண்டுமோ,1
பகிர்ந்து,1
கொள்வோம்,1
தடவிக்,1
திருப்தியா,1
புறாவின்,1
கண்கள்,1
ஆடம்பரமானது,1
டாரன்டெல்லா,1
வாசித்து,1
டம்ளரைப்,1
அலுவலகத்திற்குள்,1
மூடுவேன்,1
கேட்காது,1
போட்டாலும்,1
செல்கிறான்,1
கண்டுபிடிப்பான்,1
தலையசைத்து,1
ஆவணங்களை,1
பதட்டத்தால்,1
குழம்பி,1
இடத்திலேயே,1
வேரூன்றி,1
வல்லவர்,1
மீறி,1
உதவிக்கு,1
அதிலிருந்து,1
எதுவாக,1
முகத்தின்,1
இழுத்து,1
கதவிற்குச்,1
திறக்கிறாள்,1
கோட்டைத்,1
தொங்கவிட்டு,1
பின்வரும்,1
உரையாடலின்,1
இருட்டாகத்,1
தொடங்குகிறது,1
மதியம்,1
டோர்வால்டுக்குள்ள,1
போகக்,1
வேலையில,1
பிஸியா,1
இருக்காருன்னு,1
பயன்படுத்துவேன்,1
எச்சரிக்கையா,1
விதம்,1
வித்தியாசமா,1
இருந்ததைத்,1
நடக்கும்னு,1
எதிர்பார்க்கவே,1
கையால்,1
கண்டுபிடித்தீர்கள்,1
என்கிட்டதான்,1
தடையும்,1
நிம்மதிப்,1
பெருமூச்சுடன்,1
பற்றியதா,1
பொய்,1
சொல்லிப்,1
நோயாளிகளில்,1
பரிதாபகரமானவள்,1
சமீப,1
பொருளாதாரத்தை,1
ஆராய்ந்து,1
திவாலாகிவிட்டேன்,1
அநேகமாக,1
மாதத்திற்குள்,1
தேவாலய,1
முற்றத்தில்,1
அழுகிப்,1
போய்க்,1
கிடப்பேன்,1
அசிங்கமானது,1
மோசமானது,1
எதிர்கொள்ள,1
பரிசோதித்துப்,1
அழிவின்,1
கொடூரங்கள்,1
நுட்பமான,1
இயல்பு,1
அனைத்தின்,1
மீதும்,1
வெல்ல,1
வெறுப்பைத்,1
எதற்காகவும்,1
தட்டுகிறேன்,1
வந்துவிட்டது,1
தெரிந்தவுடன்,1
சிலுவையுடன்,1
கூடிய,1
அட்டையை,1
அனுப்புவேன்,1
அருவருப்பான,1
தொடங்கிவிட்டதை,1
அபத்தமா,1
பேசுற,1
உணர்வோட,1
இருக்கணும்னு,1
ஆசைப்பட்டேன்,1
துரத்திக்,1
கொண்டிருக்க,1
பாவத்திற்கு,1
இந்தத்,1
தண்டனையைச்,1
நீதி,1
குடும்பத்திலும்,1
வகையில்,1
தவிர்க்க,1
தண்டனை,1
விதிக்கப்படுகிறது,1
காதுகளை,1
அபத்தம்,1
சிரிப்பு,1
இளமைப்,1
பருவ,1
கேளிக்கைகளுக்காக,1
அப்பாவி,1
முதுகெலும்பு,1
கஷ்டப்பட,1
இடதுபுறத்தில்,1
அஸ்பாரகஸ்,1
பேட்,1
டி,1
ஃபோய்,1
கிராஸை,1
ட்ரஃபிள்ஸுக்கும்,1
டிரஃபிள்ஸ்,1
சிப்பிகளும்,1
சிப்பிகள்,1
சொல்லாமலேயே,1
குவியலாக,1
போர்ட்,1
எலும்புகளைப்,1
பழிவாங்குவது,1
வருத்தமளிக்கிறது,1
அனுபவித்து,1
அடையாதவர்களின்,1
எலும்புகளை,1
பழிவாங்க,1
பகுதி,1
இடைநிறுத்தத்திற்குப்,1
சிரித்தாய்,1
நினைத்ததை,1
அயோக்கியன்,1
தெரியுது,1
டோர்வால்டிடமிருந்தும்,1
என்னிடமிருந்தும்,1
பிரிக்கக்கூடாது,1
மீளக்கூடிய,1
இழப்பு,1
இழந்தவர்கள்,1
மறந்துவிடுவார்கள்,1
கவலையுடன்,1
உருவாக்குகிறார்கள்,1
உருவாக்குவார்கள்,1
போனதும்,1
ஹெல்மரும்,1
இருவருமே,1
அதற்கான,1
போய்ட்டு,1
இருக்கீங்கன்னு,1
மிஸஸ்,1
ராத்திரி,1
கிறிஸ்டினைப்,1
பொறாமைப்படுகிறாய்,1
வாரிசாக,1
இருப்பாள்,1
அமைதியா,1
சத்தமா,1
பேசாத,1
ரூம்ல,1
ஆடையைத்,1
தைக்க,1
வந்திருக்கிறாள்,1
ஆன்மாவை,1
ஆசீர்வதியுங்கள்,1
நியாயமற்றவர்,1
நடனமாடுவேன்,1
உங்களுக்காகவும்,1
டோர்வால்டுக்காகவும்,1
பல்வேறு,1
அவற்றைப்,1
பட்டு,1
சதை,1
நிறத்தில்,1
கால்களை,1
கால்களையும்,1
விமர்சனமாக,1
பொருந்தாது,1
தோன்றுகிறதா,1
வழியும்,1
மூலம்,1
காதில்,1
லேசாக,1
அடிக்கிறார்,1
தண்டிக்க,1
மடிக்கிறார்,1
குறும்புக்காரத்தனமாக,1
இருப்பதற்கு,1
பொருட்களுக்கு,1
முனுமுனுக்கிறாள்,1
நெருக்கமாகப்,1
பேசிக்கொண்டிருக்கும்போது,1
வீட்டிற்குள்,1
வந்திருக்காவிட்டால்,1
நடந்திருக்கும்,1
உணர்கிறீர்கள்,1
முன்னால்,1
நேராகப்,1
விட்டுவிடக்,1
முட்டாள்தனம்,1
விட்டுவிடப்,1
நன்றியுணர்வின்,1
அடையாளத்தைக்கூட,1
தற்காலிக,1
வருத்தத்தைக்,1
வருபவர்,1
மற்றதைப்,1
நிரப்பக்கூடிய,1
வெற்று,1
இடத்தைத்,1
நட்பின்,1
சான்றாக,1
வருவது,1
தடவையாவது,1
சந்தோஷப்படுத்துவாயா,1
காரணங்களுக்கும்,1
அப்பாற்பட்ட,1
உதவியைக்,1
குறிக்கிறது,1
விஷயமோ,1
சொல்றீங்கன்னு,1
அர்ப்பணிப்புடன்,1
ஆழமாக,1
நேசிக்கிறார்,1
தயங்க,1
சாய்ந்து,1
மட்டும்தான்னு,1
நினைக்கிறியா,1
தொடக்கத்துடன்,1
உயிரையே,1
கொடுக்கத்,1
நபர்,1
சோகமாக,1
முன்னாடியே,1
தெரிஞ்சுக்கணும்னு,1
உறுதியா,1
கிடைக்காது,1
நம்பாத,1
நம்பலாம்னு,1
கொடுக்கிறாள்,1
கொடூரமானது,1
நேசித்தது,1
கொடுமையா,1
அவசியமும்,1
விளக்குடன்,1
நுழைந்து,1
வைத்துவிட்டு,1
செய்தேனா,1
சொல்லத்,1
விகாரமாக,1
பழகிக்,1
கொண்டிருந்தோம்,1
உடல்,1
ஆன்மாவுடன்,1
கட்டளையிட,1
மாட்டீர்களா,1
சொல்லுங்கன்னு,1
கெஞ்சிக்,1
அப்படித்,1
தண்டிக்கக்,1
ஆண்,1
செய்தாலும்,1
ஒண்ணும்,1
பண்ண,1
அதுமட்டுமில்லாம,1
உதவியும்,1
பாக்கலாம்,1
கொண்டதுன்னு,1
சேரில்,1
புன்னகையுடன்,1
நல்லவங்க,1
குறைந்தபட்சம்,1
வந்துடுச்சு,1
போய்விடுவது,1
மூடும்,1
வீட்டின்,1
மின்னூல்ஃ,1
அமெரிக்காவிலும்,1
தவறான,1
சென்றது,1
புதிர்,1
வீட்டில,1
நீயும்,1
சேர்ந்துவிடுவாய்,1
நினைத்திருக்கிறேன்,1
நேசிக்கும்,1
சிலரையும்,1
நண்பர்களாகக்,1
மற்றவர்களையும்,1
காண்கிறீர்கள்,1
பத்தியும்,1
அப்பாவைத்தான்,1
பிடித்திருந்தது,1
வேலைக்காரிகளின்,1
திருட்டுத்தனமாக,1
நுழைந்தால்,1
ஒழுக்கக்கேடானவர்கள்,1
பொழுதுபோக்கு,1
விட்டுட்டு,1
கொண்டார்கள்,1
எடுத்திருக்கும்,1
டோர்வால்டுடன்,1
போன,1
போன்றது,1
நிச்சயமாகப்,1
வீட்டிலிருந்து,1
கொள்ளலாம்,1
மண்டபத்திலிருந்து,1
பணிப்பெண்ணாக,1
கிசுகிசுத்து,1
அட்டையைக்,1
எடுத்துட்டுப்,1
பிரச்சனையா,1
போவா,1
ஒன்றுதான்,1
பின்னால,1
கிடக்குது,1
இன்னொன்று,1
அனுப்பி,1
வைக்கிறேன்,1
அறிந்திருக்கக்கூடாது,1
மாட்டாயா,1
உன்னையும்,1
அமர்ந்திருக்கிறான்,1
காத்திரு,1
நினைப்பேன்னு,1
நிம்மதியாக்கு,1
தப்பிக்க,1
விடமாட்டேன்,1
சமையலறையில்,1
காத்திருக்கிறாரா,1
பின்,1
எழுதலாமா,1
ஏறி,1
வந்தான்,1
செய்யக்கூடாது,1
நகலெடுக்கலாம்,1
சொன்னீங்க,1
பயன்படுத்தலாம்,1
மாட்டானா,1
பார்க்கும்,1
வரமாட்டேன்னு,1
சொல்றான்,1
வரட்டும்,1
யாரிடமும்,1
அமெரிக்காவில்,1
வசிக்கவில்லை,1
ஆச்சரியம்,1
மின்னூலைப்,1
பயன்படுத்துவதற்கு,1
அமைந்துள்ள,1
நாட்டின்,1
பூட்டுகிறாள்,1
க்ரோக்ஸ்டாட்டுக்காக,1
சட்டங்களைச்,1
சரிபார்க்க,1
தலைப்புஃ,1
உயர்,1
பூட்ஸ்,1
இப்சன்,1
அணிந்துள்ளார்,1
முன்னேறி,1
பேசுங்கள்,1
கவலையில்லை,1
ஆர்,1
பணிநீக்கம்,1
செய்யப்பட்டேன்,1
ஃபார்குஹார்சன்,1
போராடினேன்,1
நேசிக்கிறாரா,1
ஆளாக்க,1
ஷார்ப்,1
செயல்படுகிறார்,1
தேதிஃ,1
துணிச்சலைக்,1
காட்டுவது,1
ஹெல்மரைப்,1
மரியாதை,1
காட்டுங்க,1
உரிய,1
மரியாதையும்,1
வைத்திருப்பதால்,1
குறித்து,1
இருந்ததை,1
சற்று,1
மார்ச்,1
சமீபத்தில்,1
இருப்பதாக,1
கத்துக்கொடுக்க,1
அளவுக்குப்,1
இருந்தீர்கள்,1
பார்க்கத்தான்,1
புதுப்பிக்கப்பட்டதுஃ,1
யோசித்துக்கொண்டிருந்தேன்,1
காசாளர்,1
டிரைவர்,1
அவருக்கும்,1
உணர்வு,1
காட்டு,1
டிசம்பர்,1
ஆங்கிலம்,1
கணவரும்,1
யோசித்திருக்கிறீர்களா,1
மார்ட்டின்,1
ஆடம்சன்,1
பெரிதாக,1
கொள்ளத்,1
டேவிட்,1
எந்தக்,1
குற்றச்சாட்டும்,1
சுமத்தப்படாது,1
விட்ஜர்,1
சுமுகமாக,1
தெரிய,1
திட்டத்தின்,1
மூவருக்கும்,1
தொடக்கம்,1
ரகசியமாகவே,1
தடுப்பீர்கள்,1
நிலுவைத்,1
தொகையை,1
தற்போது,1
திரட்டுவதற்கு,1
நினைக்கும்,1
மின்புத்தகம்,1
இப்சனின்,1
பயனற்றதாக,1
உள்ளடக்கங்கள்,1
வைத்துக்,1
நின்றிருந்தால்,1
நாடகக்,1
கலைஞர்,1
நோக்கத்திற்காக,1
செவிலியர்,1
வேலைக்காரி,1
நடைபெறுகிறது,1
வசம்,1
வைத்திருப்பேன்,1
வீட்டுச்,1
அக்கறை,1
இல்லாத,1
செயல்,1
சுவையாகவும்,1
குறிப்பும்,1
அலங்கரிக்கப்பட்ட,1
ஏதேனும்,1
அவநம்பிக்கையான,1
தீர்மானத்திற்குத்,1
தள்ளியிருந்தால்,1
ஆடம்பரமாக,1
ஓடிப்போக,1
பின்புறத்தில்,1
நுழைவு,1
யோசிச்சேன்னு,1
நம்மில்,1
பெரும்பாலோர்,1
நினைப்போம்,1
மண்டபத்திற்கு,1
மயக்கமாக,1
நிம்மதி,1
தொனியில்,1
இடதுபுறம்,1
அதுமட்டுமல்ல,1
படிப்புக்கு,1
புயல்,1
கதவுகளுக்கு,1
கிடைக்கக்,1
பியானோ,1
போடு,1
சுவரின்,1
அப்பால்,1
ஜன்னல்,1
கடன்பட்டிருக்கிறேன்,1
ஜன்னலுக்கு,1
வட்ட,1
தொகை,1
கேட்கிறீர்கள்,1
வந்துவிடும்,1
கேட்கல,1
மறுவாழ்வு,1
மேசை,1
ஒன்றரை,1
சுவரில்,1
கட்டுப்படுத்தப்பட்ட,1
சூழ்நிலைகளில்,1
தொலைவில்,1
போதிலும்,1
அவமானகரமான,1
எதிலும்,1
தொடர்பும்,1
படிப்படியாக,1
முன்னேறுவதில்,1
அடைந்தேன்,1
வெளியேற்றப்பட்டேன்,1
ஆதரவைப்,1
பெறுவதில்,1
அடையப்,1
உயர்ந்த,1
பதவியில்,1
சேர,1
இடத்தை,1
செய்யமாட்டான்,1
அவரைத்,1
எதிர்ப்பு,1
தெரிவிக்கத்,1
கால்விளக்குகளுக்கு,1
வந்தவுடன்,1
வருடத்திற்குள்,1
மேலாளரின்,1
கையாக,1
நாற்காலி,1
வங்கியை,1
நிர்வகிப்பது,1
உன்னால,1
அடுப்புக்கும்,1
கதவுக்கும்,1
மேஜை,1
கெட்டுப்போன,1
சுவர்களில்,1
பனிக்கட்டிக்கு,1
அடியில்,1
வேலைப்பாடுகள்,1
நிலக்கரி,1
நீரில்,1
வசந்த,1
காலத்தில்,1
மேற்பரப்புக்கு,1
மிதக்க,1
பயங்கரமாகவும்,1
காண,1
முடியாததாகவும்,1
சீனா,1
உதிர்ந்து,1
செயல்களைச்,1
பொருட்களுடன்,1
அலமாரி,1
கட்டப்பட்ட,1
புத்தகங்களுடன்,1
இல்லாதபோது,1
நற்பெயரைக்,1
மறந்துவிட்டாயா,1
வாயடைத்துப்,1
போகிறாள்,1
எச்சரித்திருக்கிறேன்,1
கிடைத்ததும்,1
புத்தகப்,1
செய்தியை,1
எதிர்பார்க்கிறேன்,1
கணவர்தான்,1
வழிகளில்,1
கட்டாயப்படுத்தினார்,1
அதற்காக,1
பெட்டி,1
மண்டபத்தை,1
லேசாகத்,1
தரைகள்,1
போகிறார்,1
கம்பளத்தால்,1
வைக்கவில்லை,1
மூடப்பட்டிருக்கும்,1
நெருப்பு,1
படிப்படியாகத்,1
எரிகிறது,1
தயங்குகிறாரா,1
குளிர்காலம்,1
திறக்கும்,1
பாடலை,1
முணுமுணுத்துக்கொண்டு,1
இறந்து,1
அடக்கப்பட்ட,1
அழுகையை,1
உச்சரித்து,1
மேசைக்கு,1
ஓடுகிறார்,1
இடைநிறுத்தம்,1
உற்சாகமாக,1
நோராவுக்குள்,1
தாண்டி,1
நுழைகிறாள்,1
நம்பிக்கையும்,1
இடதுபுற,1
பார்சல்களை,1
ஏந்திக்கொண்டு,1
மரத்தையும்,1
தெரியல,1
கூடையையும்,1
பண்ணிப்,1
விரும்புறீங்களா,1
மரத்தை,1
மறைத்து,1
வீசி,1
பார்க்காமல்,1
பிரச்சனை,1
பார்த்துக்,1
கடிதத்தைப்,1
பார்க்கிறாயா,1
கண்ணாடி,1
க்ரோக்ஸ்டாட்டிலிருந்து,1
கொடுத்தது,1
தெரிந்து,1
கொள்வார்,1
அலங்கரிக்கப்படும்,1
போர்ட்டரிடம்,1
பேருக்கும்,1
பெயரைப்,1
போலியா,1
ஆறு,1
சொர்க்கம்,1
சில்லறையை,1
சாட்சியா,1
சொல்லிவிட்டு,1
போய்விட்டால்,1
எளிதில்,1
நடக்கலாம்,1
உதாரணமாக,1
இருப்பதைத்,1
தடுக்கக்கூடிய,1
சிரித்துக்,1
கோட்டையும்,1
கழற்றுகிறாள்,1
பொறுப்பையும்,1
பழியையும்,1
பாக்கெட்,1
யூகிக்க,1
உண்மையல்ல,1
என்பதற்கு,1
பைத்தியமே,1
மெக்கரூன்களை,1
சுயநினைவில்,1
சாப்பிடுகிறாள்,1
வாசலுக்குச்,1
முனுமுனுத்துக்கொண்டே,1
எப்படிப்,1
புரிந்துகொள்வது,1
கூப்பிடுகிறார்,1
விஷயமா,1
பயங்கரமா,1
லார்க்,1
ட்விட்டர்,1
முழுவதற்கும்,1
செய்கிறதா,1
பார்சல்களைத்,1
திறப்பதில்,1
மும்முரமாக,1
தீங்கு,1
செய்வான்,1
பரபரப்பா,1
இப்போதான்,1
உணர்கிறாள்,1
அட்டை,1
அழைப்பு,1
தட்டுகிறது,1
பதட்டத்துடன்,1
மக்ரூன்,1
பயப்படாதே,1
வரவில்லை,1
போட்டுக்கொண்டு,1
பூட்டிவிட்டாய்,1
வாயைத்,1
ட்ரை,1
பண்றியா,1
படித்தவர்,1
மூலையில்,1
நம்பிக்கையற்றது,1
துடைக்கிறாள்,1
பாரு,1
வைத்திருக்கிறாரா,1
படிக்காமல்,1
கழித்து,1
அனுப்பக்,1
பாசாங்குகளைக்,1
பொதுவாக,1
தாமதப்படுத்த,1
இதற்கிடையில்,1
பேனாவுடன்,1
சொன்னியா,1
எட்டிப்,1
கடைசியா,1
ஊதாரி,1
வீணாக்கிட்டு,1
புரியும்,1
மாற்றத்தை,1
எதிர்பார்க்க,1
வைத்தது,1
புரிந்துகொண்டேன்,1
இருக்கானா,1
தெளிவாகிறது,1
வருடம்,1
நம்மை,1
ரசிக்கக்,1
வருகிறாயா,1
பயிற்சியே,1
செய்யவில்லை,1
விட்டுக்கொடுக்கலாம்,1
சரிசெய்வோம்,1
உதவு,1
உறுதியளிக்கிறாய்,1
மக்களும்,1
ஒப்படைக்க,1
வேலையும்,1
பேனாவைக்,1
எடுக்கக்கூடாது,1
சிக்கனமாக,1
செய்வாயா,1
அவசியமில்லாத,1
பொறுப்பற்ற,1
செலவிட,1
அதிகமா,1
மனிதனே,1
கடிதங்கள்,1
வந்திருக்கிறதா,1
பாக்ஸுக்குச்,1
செல்லத்,1
திரும்புகிறார்,1
பொறுப்பற்றவங்களா,1
கிடைக்கப்,1
பார்களை,1
சம்பாதிக்கப்,1
புத்தாண்டுக்குப்,1
செய்யாவிட்டால்,1
நடனமாட,1
வருவதற்கு,1
காலாண்டு,1
செய்யட்டும்,1
வாங்கலாம்,1
விளையாட்டுத்தனமாக,1
விளையாடுங்க,1
விமர்சிச்சு,1
காதைப்,1
திருத்துங்க,1
டம்ளரையும்,1
வண்ணமயமான,1
சால்வையும்,1
இறகுத்,1
சால்வையைத்,1
போர்த்திக்,1
தலை,1
வாரத்தில்,1
முன்புறம்,1
கூப்பிடுகிறாள்,1
விளையாடு,1
நடனமாடப்,1
செலவழித்துவிட்டீர்கள்,1
ஹெல்மருக்குப்,1
நின்றுகொண்டு,1
வழியில்ல,1
வன்முறையில்,1
புத்தாண்டு,1
தினத்தன்று,1
ஸ்லேட்,1
கொன்றது,1
சிரித்துக்கொண்டு,1
தம்பூரை,1
கிட்ட,1
விளையாடுறேன்,1
திருத்த,1
காட்டுத்தனமாக,1
எடுத்துள்ளார்,1
நடனத்தின்,1
அறிவுறுத்தல்களைக்,1
கேட்பதாகத்,1
கவனம்,1
செலுத்தவில்லை,1
நடனமாடுகிறாள்,1
மாயவித்தையால்,1
சூழப்பட்டவள்,1
உண்மையாவே,1
நடனமாடும்போது,1
ஜாலியா,1
சார்ந்தது,1
நடனமாடுகிறாய்,1
இப்படிப்பட்ட,1
சுத்த,1
சொல்லாதே,1
